;word;part_of_speech;Positivity;Negativity;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust;wn_synset_id
6207;desperat;Adjective;0;1;0;0;0;1;0;1;0;0;ENG30-00713351-a
6208;disperat;Adjective;0;1;0;0;0;1;0;1;0;0;ENG30-00713351-a
6210;disprețuitor;Adjective;0;1;1;0;1;0;0;0;0;0;ENG30-01995288-a
6211;debarasa;Verb;0;1;0;0;1;0;0;0;0;0;DEX
6212;descotorosi;Verb;0;1;0;0;1;0;0;0;0;0;DEX
6213;pregătit;Adjective;1;0;0;1;0;0;0;0;0;1;ENG30-02565425-a
6214;dispus;Adjective;1;0;0;1;0;0;0;0;0;1;ENG30-02565425-a
6215;discrimina;Verb;0;1;1;0;1;0;0;1;0;0;ENG30-02512305-v
6216;distructiv;Adjective;0;1;1;0;0;1;0;0;0;0;ENG30-00586183-a
6217;distrugător;Adjective;0;1;1;0;0;1;0;0;0;0;ENG30-00586183-a
6218;nimicitor;Adjective;0;1;1;0;0;1;0;0;0;0;ENG30-00586183-a
6219;distrus;Adjective;0;1;1;0;0;1;0;1;0;0;ENG30-00734318-a
6220;diversiune;Noun;0;0;0;0;0;0;0;0;1;0;ENG30-00975270-n
6221;divertisment;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-00429048-n
6222;amuzament;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-00429048-n
6223;divinitate;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09505418-n
6224;dumnezeu;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09505418-n
6225;idol;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09505418-n
6226;zeitate;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09505418-n
6227;zeu;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-09505418-n
6228;divorț;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-01201271-n
6229;căpătare;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-00041899-n
6230;câștigare;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-00041899-n
6231;dobândire;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-00041899-n
6232;obținere;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-00041899-n
6233;controla;Verb;1;1;0;0;0;1;0;0;0;0;ENG30-02441022-v
6234;domina;Verb;1;1;0;0;0;1;0;0;0;0;ENG30-02441022-v
6235;stăpâni;Verb;1;1;0;0;0;1;0;0;0;0;ENG30-02441022-v
6236;dominație;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-01128390-n
6237;donare;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-01041498-n
6238;donație;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-01041498-n
6239;alean;Noun;1;1;0;1;0;0;1;0;0;1;ENG30-07487063-n
6240;dor;Noun;1;1;0;1;0;0;1;0;0;1;ENG30-07487063-n
6241;doritor;Adjective;1;0;0;1;0;0;1;0;0;0;ENG30-00811536-a
6242;nerăbdător;Adjective;1;0;0;1;0;0;1;0;0;0;ENG30-00811536-a
6243;impacient;Adjective;1;0;0;1;0;0;1;0;0;0;ENG30-00811536-a
6244;dota;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02201268-v
6245;înzestra;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02201268-v
6246;demonstra;Verb;1;0;0;0;0;0;0;0;0;1;ENG30-01015244-v
6247;dovedi;Verb;1;0;0;0;0;0;0;0;0;1;ENG30-01015244-v
6248;proba;Verb;1;0;0;0;0;0;0;0;0;1;ENG30-01015244-v
6249;drag;Adjective;1;0;0;1;0;0;1;0;0;1;ENG30-01462625-a
6250;iubit;Adjective;1;0;0;1;0;0;1;0;0;1;ENG30-01462625-a
6251;îndrăgit;Adjective;1;0;0;1;0;0;1;0;0;1;ENG30-01462625-a
6252;scump;Adjective;1;0;0;1;0;0;1;0;0;1;ENG30-01462625-a
6253;iubire;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-07546125-n
6254;dragoste;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-07546125-n
6255;dulce;Adjective;1;0;0;1;0;0;1;0;0;0;ENG30-01808413-a
6256;plăcut;Adjective;1;0;0;1;0;0;1;0;0;0;ENG30-01808413-a
6257;insensibil;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-02106761-a
6258;durere;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-05724694-n
6260;jalnic;Adverb;0;1;0;0;0;0;0;1;0;0;ENG30-00321165-r
6261;dureros;Adverb;0;1;0;0;0;0;0;1;0;0;ENG30-00321165-r
6262;terifiant;Adjective;0;1;1;0;0;1;0;0;0;0;ENG30-00196449-a
6263;îngrozitor;Adjective;0;1;1;0;0;1;0;1;0;0;ENG30-01677200-a
6264;înfricoșător;Adjective;0;1;1;0;0;1;0;1;0;0;ENG30-01677200-a
6265;cumplit;Adjective;0;1;1;0;0;1;0;1;0;0;ENG30-01677200-a
6266;groaznic;Adjective;0;1;1;0;0;1;0;1;0;0;ENG30-01677200-a
6267;nesimțit;Noun;0;1;1;0;1;0;0;0;0;0;ENG30-10179649-n
6268;porc;Noun;0;1;1;0;1;0;0;0;0;0;ENG30-10179649-n
6269;porcan;Noun;0;1;1;0;1;0;0;0;0;0;ENG30-10179649-n
6270;echipă;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-08242799-n
6271;ediție;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-06597204-n
6272;eficacitate;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-05199869-n
6273;eficient;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00839619-a
6274;productiv;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00839619-a
6275;eficiență;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-05644527-n
6276;alegători;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-08161068-n
6277;electorat;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-08161068-n
6278;cochet;Adverb;1;0;0;0;0;0;1;0;0;0;ENG30-00304283-r
6279;dichisit;Adverb;1;0;0;0;0;0;1;0;0;0;ENG30-00304283-r
6280;elegant;Adverb;1;0;0;0;0;0;1;0;0;0;ENG30-00304283-r
6281;eleganță;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-04812268-n
6282;eliminare;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-00395333-n
6283;înlăturare;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-00395333-n
6284;suprimare;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-00395333-n
6285;elită;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-08386555-n
6286;eludare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00741685-n
6287;ocolire;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-00741685-n
6288;emerit;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-01645490-a
6289;eminamente;Adverb;1;0;0;0;0;0;0;0;0;0;ENG30-00454512-r
6290;emir;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-10052497-n
6291;enciclopedie;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-06427387-n
6292;criptic;Adjective;0;0;0;0;0;0;0;0;1;0;ENG30-00939444-a
6293;enigmatic;Adjective;0;0;0;0;0;0;0;0;1;0;ENG30-00939444-a
6294;misterios;Adjective;0;0;0;0;0;0;0;0;1;0;ENG30-00939444-a
6295;ocult;Adjective;0;0;0;0;0;0;0;0;1;0;ENG30-00939444-a
6296;epavă;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-14423870-n
6297;epilepsie;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-14086143-n
6299;eroic;Adjective;1;0;0;0;0;0;1;0;1;1;ENG30-00251134-a
6300;erotic;Adjective;1;1;0;1;0;0;1;0;1;0;ENG30-02132080-a
6301;senzual;Adjective;1;1;0;1;0;0;1;0;1;0;ENG30-02132080-a
6302;înteți;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00226566-v
6303;intensifica;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00226566-v
6304;eșec;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-00066636-n
6305;insucces;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-00066636-n
6306;nereușită;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-00066636-n
6307;estetică;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-06161223-n
6308;tainic;Adjective;0;0;0;0;0;1;0;0;0;0;ENG30-00899612-a
6309;inițiatic;Adjective;0;0;0;0;0;1;0;0;0;0;ENG30-00899612-a
6310;ezoteric;Adjective;0;0;0;0;0;1;0;0;0;0;ENG30-00899612-a
6311;eticheta;Verb;0;1;0;0;0;0;0;0;0;0;ENG30-01031109-v
6314;verificare;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-05738625-n
6315;măsurare;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-05738625-n
6316;evaluare;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-05738625-n
6317;apreciere;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-05738625-n
6318;analiză;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-05738625-n
6319;evangheliar;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-06455138-n
6320;evanghelie;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-06455138-n
6321;tetraevanghel;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-06455138-n
6322;tetraevangheliar;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-06455138-n
6323;evaziune;Noun;0;1;0;0;0;1;0;0;0;0;ENG30-01120855-n
6324;evaziv;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00896182-a
6325;vag;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00896182-a
6326;ocolit;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00896182-a
6327;evident;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-01618053-a
6328;clar;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-01618053-a
6329;vădit;Adjective;0;0;0;0;0;0;0;0;0;1;ENG30-01618053-a
6330;eschiva;Verb;0;1;1;0;0;0;0;0;0;0;ENG30-00809654-v
6331;dezvoltare;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-13464820-n
6332;evoluție;Noun;1;0;0;1;0;0;0;0;0;0;ENG30-13464820-n
6333;exact;Adverb;1;0;0;0;0;0;0;0;0;1;ENG30-00009541-r
6334;fix;Adverb;1;0;0;0;0;0;0;0;0;1;ENG30-00009541-r
6335;ardoare;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-14037011-n
6336;ardență;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-14037011-n
6337;entuziasm;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-14037011-n
6338;exaltare;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-14037011-n
6339;fervoare;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-14037011-n
6340;înflăcărare;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-14037011-n
6341;înfocare;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-14037011-n
6342;pasiune;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-14037011-n
6343;entuziast;Adjective;1;0;0;1;0;0;1;0;1;0;ENG30-00705498-a
6344;exasperare;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-07518878-n
6345;exasperant;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-01809245-a
6346;înnebunitor;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-01809245-a
6347;excavare;Noun;0;1;0;1;0;0;0;0;0;0;ENG30-03302121-n
6348;săpare;Noun;0;1;0;1;0;0;0;0;0;0;ENG30-03302121-n
6349;sclipi;Verb;1;0;0;0;0;0;1;0;1;1;ENG30-02674447-v
6350;străluci;Verb;1;0;0;0;0;0;1;0;1;1;ENG30-02674447-v
6351;excela;Verb;1;0;0;0;0;0;1;0;1;1;ENG30-02674447-v
6352;excelență;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-04728786-n
6353;incita;Verb;1;0;0;1;0;0;1;0;1;0;ENG30-02116118-v
6354;excita;Verb;1;0;0;1;0;0;1;0;1;0;ENG30-02116118-v
6355;stimula;Verb;1;0;0;1;0;0;1;0;1;0;ENG30-02116118-v
6356;ațâța;Verb;1;0;0;1;0;0;1;0;1;0;ENG30-02116118-v
6357;entuziasmant;Adjective;1;0;0;1;0;0;1;0;1;0;DEX
6358;excitare;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-14036356-n
6359;excitație;Noun;1;0;0;1;0;0;1;0;0;0;ENG30-14036356-n
6360;execuție;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-01163779-n
6363;ingeniozitate;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-05633672-n
6365;inventivitate;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-05633672-n
6366;experiență;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-05758059-n
6367;exploda;Verb;0;1;1;0;0;1;0;1;1;0;ENG30-00719062-v
6368;izbucni;Verb;0;1;1;0;0;1;0;1;1;0;ENG30-00719062-v
6369;expus;Adjective;0;1;0;0;0;1;0;0;0;0;ENG30-01886620-a
6370;extaz;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-07491286-n
6371;euforie;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-07491286-n
6372;transă;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-07491286-n
6373;dezrădăcina;Verb;0;1;0;0;1;1;0;1;0;0;ENG30-01662118-v
6374;stârpi;Verb;0;1;0;0;1;1;0;1;0;0;ENG30-01662118-v
6375;eradica;Verb;0;1;0;0;1;1;0;1;0;0;ENG30-01662118-v
6376;extermina;Verb;0;1;0;0;1;1;0;1;0;0;ENG30-01662118-v
6377;exterminare;Noun;0;1;1;0;1;1;0;1;0;0;ENG30-07332691-n
6378;sfruntat;Adjective;0;1;1;0;1;0;0;0;0;0;DEX
6379;neobrăzat;Adverb;0;1;1;0;1;0;0;0;0;0;ENG30-00284319-r
6380;nerușinat;Adverb;0;1;1;0;1;0;0;0;0;0;ENG30-00284319-r
6381;brașoavă;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6382;gogoașă;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6383;invenție;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6384;născoceală;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6385;născocire;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6386;născocitură;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6387;palavră;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6388;plăsmuire;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6389;poveste;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6390;scorneală;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6391;scornire;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6392;scornitură;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06757057-n
6393;facilita;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02735897-v
6394;favoriza;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02735897-v
6395;înlesni;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02735897-v
6396;ușura;Verb;1;0;0;0;0;0;0;0;0;0;ENG30-02735897-v
6397;faliment;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-14478433-n
6398;falnic;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01205473-a
6399;semeț;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-01205473-a
6400;contraface;Verb;0;1;0;0;1;0;0;0;0;0;ENG30-01654271-v
6401;falsifica;Verb;0;1;0;0;1;0;0;0;0;0;ENG30-01654271-v
6402;falsitate;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06756407-n
6403;inexactitate;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06756407-n
6404;neadevăr;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06756407-n
6405;neexactitate;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-06756407-n
6406;familiarism;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-04912240-n
6407;familiaritate;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-04912240-n
6408;fanfară;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-08249336-n
6409;fantomatic;Adjective;0;1;0;0;0;1;0;0;0;0;ENG30-01574925-a
6410;spectral;Adjective;0;1;0;0;0;1;0;0;0;0;ENG30-01574925-a
6411;indiscutabil;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00335895-a
6412;incontestabil;Adjective;1;0;0;0;0;0;0;0;0;1;ENG30-00335895-a
6413;direct;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00764484-a
6414;fățiș;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00764484-a
6415;franc;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00764484-a
6416;sincer;Adjective;1;0;0;0;0;0;0;0;0;0;ENG30-00764484-a
6417;favorit;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-01462882-a
6418;preferat;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-01462882-a
6419;diferențiere;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-01153548-n
6420;discriminare;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-01153548-n
6421;discriminație;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-01153548-n
6422;favoritism;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-01153548-n
6423;febril;Adjective;0;1;0;0;0;1;0;0;0;0;ENG30-02544892-a
6424;fericire;Noun;1;0;0;0;0;0;1;0;0;1;ENG30-13987423-n
6425;gospodărie;Noun;0;0;0;1;0;0;0;0;0;1;DEX
6426;vrăjit;Adjective;1;1;0;0;0;0;0;0;0;0;DEX
6427;fermenta;Verb;0;1;0;1;1;0;0;0;0;0;ENG30-00458471-v
6428;se acri;Verb;0;1;0;1;1;0;0;0;0;0;ENG30-00458471-v
6429;se înăcri;Verb;0;1;0;1;1;0;0;0;0;0;ENG30-00458471-v
6430;se oțeti;Verb;0;1;0;1;1;0;0;0;0;0;ENG30-00458471-v
6431;se duce;Verb;0;1;0;1;1;0;0;0;0;0;ENG30-00458471-v
6432;ferocitate;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-05037813-n
6433;sălbăticie;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-05037813-n
6434;violență;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-05037813-n
6435;furie;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-05037813-n
6436;înverșunare;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-05037813-n
6437;festival;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-00517728-n
6438;serbare;Noun;1;0;0;1;0;0;1;0;1;0;DEX
6439;petrecere;Noun;1;0;0;1;0;0;1;0;1;0;ENG30-08252602-n
6440;nervos;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-01806106-a
6441;enervat;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-01806106-a
6442;iritat;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-01806106-a
6443;fior;Noun;0;1;0;1;0;1;0;0;0;0;ENG30-07503716-n
6444;cochetărie;Noun;1;1;0;1;0;0;1;0;1;0;ENG30-00512522-n
6445;flirt;Noun;1;1;0;1;0;0;1;0;1;0;ENG30-00512522-n
6446;tachinare;Noun;1;1;0;1;0;0;1;0;1;0;ENG30-00512522-n
6447;flotă;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-08191532-n
6449;fluctuație;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-07431502-n
6450;instabilitate;Noun;0;1;0;0;0;0;0;0;0;0;ENG30-07431502-n
6451;formalitate;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-07455007-n
6452;procedură;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-07455007-n
6453;formulă;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-06732013-n
6454;cetate;Noun;1;0;0;0;0;1;0;0;0;1;ENG30-03386011-n
6455;fortăreață;Noun;1;0;0;0;0;1;0;0;0;1;ENG30-03386011-n
6456;fotbal;Noun;0;0;0;1;0;0;0;0;0;0;ENG30-00478262-n
6457;fraier;Noun;0;1;0;0;1;0;0;0;0;0;ENG30-09921409-n
6458;fratern;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-00291471-a
6459;frățesc;Adjective;1;0;0;0;0;0;1;0;0;1;ENG30-00291471-a
6460;frauda;Verb;0;1;1;0;1;0;0;0;0;0;DEX
6461;divergență;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-13981137-n
6462;fricțiune;Noun;0;1;1;0;0;0;0;0;0;0;ENG30-13981137-n
6463;precipitat;Adjective;0;1;0;1;0;0;0;0;1;0;ENG30-01270868-a
6464;frenetic;Adverb;0;1;1;0;0;0;0;0;1;0;ENG30-00106036-r
6465;fricos;Adjective;0;1;0;0;0;1;0;0;0;0;ENG30-00265314-a
6466;sperios;Adjective;0;1;0;0;0;1;0;0;0;0;ENG30-00265314-a
6467;fugar;Noun;0;1;0;0;0;1;0;1;0;0;ENG30-10114897-n
6468;fulger;Noun;0;0;0;0;0;1;0;0;1;0;ENG30-11475279-n
6469;esențial;Adverb;1;0;0;0;0;0;0;0;0;1;ENG30-00003483-r
6470;fundamental;Adverb;1;0;0;0;0;0;0;0;0;1;ENG30-00003483-r
6471;subtiliza;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-02276866-v
6472;sustrage;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-02276866-v
6473;șterpeli;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-02276866-v
6474;sfeterisi;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-02276866-v
6475;fura;Verb;0;1;1;0;0;1;0;0;0;0;ENG30-02276866-v
6476;vehemență;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-05037394-n
6477;violență;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-05037394-n
6478;furie;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-05037394-n
6479;furios;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00113818-a
6480;mânios;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00113818-a
6481;îndestulare;Noun;1;0;0;0;0;0;1;0;0;0;ENG30-14492953-n
6482;furtună;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-07182614-n
6483;gafă;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-00076196-n
6485;stângăcie;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-00076196-n
6486;zgomot;Noun;0;1;1;1;0;0;0;0;0;0;ENG30-00555138-n
6487;gălăgie;Noun;0;1;1;1;0;0;0;0;0;0;ENG30-00555138-n
6488;vacarm;Noun;0;1;1;1;0;0;0;0;0;0;ENG30-00555138-n
6489;tărăboi;Noun;0;1;1;1;0;0;0;0;0;0;ENG30-00555138-n
6490;agitație;Noun;0;1;1;1;0;0;0;0;0;0;ENG30-00555138-n
6491;gangrenă;Noun;0;1;0;0;1;0;0;0;0;0;ENG30-14313440-n
6492;cangrenă;Noun;0;1;0;0;1;0;0;0;0;0;ENG30-14313440-n
6493;bocet;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6494;boceală;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6495;jalet;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6496;vaiet;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6497;vaier;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6498;jelire;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6499;jeluire;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6500;jeluială;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6501;lamentare;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6502;lamentație;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6503;plângere;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6504;plâns;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6505;tânguială;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6506;tânguire;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6507;tânguit;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6508;văitat;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6509;văitătură;Noun;0;1;0;0;0;0;0;1;0;0;ENG30-07211950-n
6510;gelos;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00888765-a
6511;invidios;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00888765-a
6512;pizmaș;Adjective;0;1;1;0;0;0;0;0;0;0;ENG30-00888765-a
6513;gelozie;Noun;0;1;1;0;0;1;0;1;0;0;ENG30-07550079-n
6514;altruism;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-04832951-n
6515;generozitate;Noun;1;0;0;1;0;0;1;0;0;1;ENG30-04832951-n
6516;ghici;Verb;0;0;0;1;0;0;0;0;1;0;ENG30-00636061-v
6517;cimilitură;Noun;0;0;0;1;0;0;0;0;1;0;ENG30-06785223-n
6518;ghicitoare;Noun;0;0;0;1;0;0;0;0;1;0;ENG30-06785223-n
6519;ghilotină;Noun;0;1;0;1;1;1;0;1;0;0;ENG30-03886940-n
6520;gimnast;Noun;1;0;0;0;0;0;0;0;0;0;ENG30-10153594-n
6521;vid;Adjective;0;1;0;0;0;0;0;1;0;0;DEX
6522;blenoragie;Noun;0;1;0;0;1;1;0;0;0;0;ENG30-14133543-n
6523;gonoree;Noun;0;1;0;0;1;1;0;0;0;0;ENG30-14133543-n
6524;gras;Adjective;0;1;0;0;1;0;0;0;0;0;ENG30-00991838-a
6525;grăsime;Noun;0;1;0;0;1;0;0;0;0;0;ENG30-14864360-n
6526;inutil;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01582049-a
6527;gratuit;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01582049-a
6528;necerut;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-01582049-a
6529;greșit;Adjective;0;1;0;0;0;0;0;0;0;0;ENG30-00633778-a
6530;cenușiu;Adjective;0;0;0;0;0;0;0;1;0;0;ENG30-00389310-a
6531;gri;Adjective;0;0;0;0;0;0;0;1;0;0;ENG30-00389310-a
6532;grindă;Noun;0;0;0;0;0;0;0;0;0;1;ENG30-03601840-n
6533;groaznic;Adjective;0;1;0;0;1;1;0;1;0;0;ENG30-01127147-a
6534;grozav;Adjective;0;1;0;0;1;1;0;1;0;0;ENG30-01127147-a
6535;teribil;Adjective;0;1;0;0;1;1;0;1;0;0;ENG30-01127147-a
6536;îngrozitor;Adjective;0;1;0;0;1;1;0;1;0;0;ENG30-01127147-a
6537;guru;Noun;1;0;0;0;0;0;0;0;0;1;ENG30-10152616-n
6538;guverna;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-02586619-v
6539;conduce;Verb;0;0;0;0;0;0;0;0;0;1;ENG30-02586619-v
6540;babilonie;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-13976322-n
6541;dezordine;Noun;0;1;1;0;0;1;0;0;0;0;ENG30-13976322-n
